,,0
tangbookvaluepershare,nopattointerestex,0.26217576365452133
nopattointerestex,tangbookvaluepershare,0.26217576365452133
nopattointerestex,faturnover,0.26235096907548217
faturnover,nopattointerestex,0.26235096907548217
ebitmargin,bookvaluepershare,0.26235233011483433
bookvaluepershare,ebitmargin,0.26235233011483433
nopatlesscapextointex,normalizednopatmargin,0.26248483241942666
normalizednopatmargin,nopatlesscapextointex,0.26248483241942666
netnonopex,assetturnover,0.26257330749085517
assetturnover,netnonopex,0.26257330749085517
nopat,ccc,0.26290142472303973
ccc,nopat,0.26290142472303973
ebitmargin,tangbookvaluepershare,0.2629027476935847
tangbookvaluepershare,ebitmargin,0.2629027476935847
netdebttoebitda,nopatlesscapextointex,0.2630077730844286
nopatlesscapextointex,netdebttoebitda,0.2630077730844286
invturnover,pretaxincomemargin,0.26301515000846126
pretaxincomemargin,invturnover,0.26301515000846126
bookvaluepershare,nopattointerestex,0.2630671837812848
nopattointerestex,bookvaluepershare,0.2630671837812848
investedcapitalturnover,netnonopex,0.26322373926821735
netnonopex,investedcapitalturnover,0.26322373926821735
netdebttoebitda,ccc,0.26324331582172855
ccc,netdebttoebitda,0.26324331582172855
bookvaluepershare,pretaxincomemargin,0.26340488507298654
pretaxincomemargin,bookvaluepershare,0.26340488507298654
faturnover,ebittointerestex,0.26348655943591826
ebittointerestex,faturnover,0.26348655943591826
dfnwc,pretaxincomemargin,0.2635480774511275
nwc,pretaxincomemargin,0.2635480774511275
pretaxincomemargin,nwc,0.2635480774511275
pretaxincomemargin,dfnwc,0.2635480774511275
tangbookvaluepershare,pretaxincomemargin,0.2635880213743218
pretaxincomemargin,tangbookvaluepershare,0.2635880213743218
earningsyield,investedcapitalincreasedecrease,0.2636802306087343
investedcapitalincreasedecrease,earningsyield,0.2636802306087343
earningsyield,pricetotangiblebook,0.2637377145346145
pricetotangiblebook,earningsyield,0.2637377145346145
investedcapitalgrowth,evtoebit,0.2637835789580805
evtoebit,investedcapitalgrowth,0.2637835789580805
faturnover,nopat,0.26385871628479746
nopat,faturnover,0.26385871628479746
profitmargin,dfcfnwc,0.26405344516315155
dfcfnwc,profitmargin,0.26405344516315155
investedcapitalgrowth,evtorevenue,0.2640881790580166
evtorevenue,investedcapitalgrowth,0.2640881790580166
netdebttonopat,roic,0.26419737072525235
roic,netdebttonopat,0.26419737072525235
investedcapitalincreasedecrease,rnnoa,0.2645444747130293
rnnoa,investedcapitalincreasedecrease,0.2645444747130293
investedcapitalgrowth,dso,0.26457623813148384
dso,investedcapitalgrowth,0.26457623813148384
ebittointerestex,ebitmargin,0.26470455083852584
ebitmargin,ebittointerestex,0.26470455083852584
pretaxincomemargin,assetturnover,0.26475832079603034
assetturnover,pretaxincomemargin,0.26475832079603034
netnonopobligations,dpo,0.2647919251784789
dpo,netdebt,0.2647919251784789
dpo,netnonopobligations,0.2647919251784789
netdebt,dpo,0.2647919251784789
fcfftointerestex,currentratio,0.26508012827875754
currentratio,fcfftointerestex,0.26508012827875754
netdebt,faturnover,0.265136491776363
faturnover,netnonopobligations,0.265136491776363
netnonopobligations,faturnover,0.265136491776363
faturnover,netdebt,0.265136491776363
profitmargin,pricetoearnings,0.26520845010174765
pricetoearnings,profitmargin,0.26520845010174765
operatingmargin,ebittointerestex,0.26532485396230765
ebittointerestex,operatingmargin,0.26532485396230765
fcffgrowth,ebitgrowth,0.26542673623502316
ebitgrowth,fcffgrowth,0.26542673623502316
investedcapitalqoqgrowth,evtoinvestedcapital,0.26559933373814326
evtoinvestedcapital,investedcapitalqoqgrowth,0.26559933373814326
ebitdagrowth,roce,0.26573577011434185
roe,ebitdagrowth,0.26573577011434185
roce,ebitdagrowth,0.26573577011434185
ebitdagrowth,roe,0.26573577011434185
ebitdaqoqgrowth,fcffqoqgrowth,0.2657952283754235
fcffqoqgrowth,ebitdaqoqgrowth,0.2657952283754235
totalcapital,operatingmargin,0.2658808621626974
operatingmargin,totalcapital,0.2658808621626974
investedcapitalqoqgrowth,evtoocf,0.2659083603655024
evtoocf,investedcapitalqoqgrowth,0.2659083603655024
investedcapitalqoqgrowth,nopattointerestex,0.26592545824720837
nopattointerestex,investedcapitalqoqgrowth,0.26592545824720837
investedcapitalgrowth,marketcap,0.26604054930018306
marketcap,investedcapitalgrowth,0.26604054930018306
ebittointerestex,tangbookvaluepershare,0.2660651763678403
tangbookvaluepershare,ebittointerestex,0.2660651763678403
ebitdaqoqgrowth,roic,0.2660740769316408
roic,ebitdaqoqgrowth,0.2660740769316408
finleverage,ocfqoqgrowth,0.2661197806443414
ocfqoqgrowth,finleverage,0.2661197806443414
investedcapital,evtofcff,0.26634597571616037
evtofcff,investedcapital,0.26634597571616037
dfcfnwc,ebit,0.266387971976271
ebit,dfcfnwc,0.266387971976271
debttoequity,normalizednopat,0.26655925452109724
normalizednopat,debttoequity,0.26655925452109724
normalizednopat,ltdebttoequity,0.26655925452109724
ltdebttoequity,normalizednopat,0.26655925452109724
investedcapitalgrowth,fcffgrowth,0.26669359761414396
fcffgrowth,investedcapitalgrowth,0.26669359761414396
commontocap,investedcapitalqoqgrowth,0.2667214357784963
investedcapitalqoqgrowth,commontocap,0.2667214357784963
arturnover,nopattointerestex,0.26686351867757185
nopattointerestex,arturnover,0.26686351867757185
adj_close,nopat,0.2668751599270075
nopat,adj_close,0.2668751599270075
ebittointerestex,bookvaluepershare,0.2669612984705941
bookvaluepershare,ebittointerestex,0.2669612984705941
interestburdenpct,ebit,0.2672042102199485
ebit,interestburdenpct,0.2672042102199485
dfnwc,normalizednopatmargin,0.267273228384834
normalizednopatmargin,nwc,0.267273228384834
normalizednopatmargin,dfnwc,0.267273228384834
nwc,normalizednopatmargin,0.267273228384834
profitmargin,nopattointerestex,0.2675101881004766
nopattointerestex,profitmargin,0.2675101881004766
evtoinvestedcapital,normalizednopat,0.2676517829412991
normalizednopat,evtoinvestedcapital,0.2676517829412991
ltdebttoebitda,ebit,0.26776074546232476
ebit,debttoebitda,0.26776074546232476
debttoebitda,ebit,0.26776074546232476
ebit,ltdebttoebitda,0.26776074546232476
nopatlesscapextointex,debttoequity,0.2678246548262819
ltdebttoequity,nopatlesscapextointex,0.2678246548262819
nopatlesscapextointex,ltdebttoequity,0.2678246548262819
debttoequity,nopatlesscapextointex,0.2678246548262819
currentratio,investedcapitalincreasedecrease,0.26786259227370907
investedcapitalincreasedecrease,currentratio,0.26786259227370907
marketcap,nopattointerestex,0.2680616322761871
nopattointerestex,marketcap,0.2680616322761871
roicnnepspread,netnonopobligations,0.2680733687928857
netnonopobligations,roicnnepspread,0.2680733687928857
netdebt,roicnnepspread,0.2680733687928857
roicnnepspread,netdebt,0.2680733687928857
freecashflow,evtonopat,0.26807612259949776
evtonopat,freecashflow,0.26807612259949776
roicnnepspread,ebitdaqoqgrowth,0.2682398394025755
ebitdaqoqgrowth,roicnnepspread,0.2682398394025755
invturnover,ltdebttoebitda,0.2683651392181676
debttoebitda,invturnover,0.2683651392181676
invturnover,debttoebitda,0.2683651392181676
ltdebttoebitda,invturnover,0.2683651392181676
evtorevenue,capex,0.2684397333538033
capex,evtorevenue,0.2684397333538033
evtorevenue,investedcapitalincreasedecrease,0.2684539357340844
investedcapitalincreasedecrease,evtorevenue,0.2684539357340844
normalizednopat,investedcapital,0.2686139088360699
investedcapital,normalizednopat,0.2686139088360699
normalizednopat,finleverage,0.26865041517526694
finleverage,normalizednopat,0.26865041517526694
normalizednopat,dpo,0.2687485033911119
dpo,normalizednopat,0.2687485033911119
ebittointerestex,marketcap,0.26894607713848634
marketcap,ebittointerestex,0.26894607713848634
normalizednopat,netdebttoebitda,0.2689598910963479
netdebttoebitda,normalizednopat,0.2689598910963479
evtoinvestedcapital,dpo,0.2689670170425314
dpo,evtoinvestedcapital,0.2689670170425314
ocftocapex,opextorevenue,0.2691005301544203
opextorevenue,ocftocapex,0.2691005301544203
netincomegrowth,pricetoearnings,0.26912352165617975
pricetoearnings,netincomegrowth,0.26912352165617975
totalcapital,investedcapitalgrowth,0.26916781030397247
investedcapitalgrowth,totalcapital,0.26916781030397247
faturnover,currentratio,0.2691979859362315
currentratio,faturnover,0.2691979859362315
ebitmargin,totalcapital,0.269331141787058
totalcapital,ebitmargin,0.269331141787058
evtoocf,ocftointerestex,0.2693563542458081
ocftointerestex,evtoocf,0.2693563542458081
roe,evtofcff,0.2695478403926411
roce,evtofcff,0.2695478403926411
evtofcff,roce,0.2695478403926411
evtofcff,roe,0.2695478403926411
normalizednopatmargin,ebitdaqoqgrowth,0.269555083123339
ebitdaqoqgrowth,normalizednopatmargin,0.269555083123339
pricetoearnings,epsgrowth,0.269757766295317
epsgrowth,pricetoearnings,0.269757766295317
ebitgrowth,pricetoearnings,0.26988905064358387
pricetoearnings,ebitgrowth,0.26988905064358387
roa,debttototalcapital,0.27011333726455683
roa,ltdebttocap,0.27011333726455683
ltdebttocap,roa,0.27011333726455683
debttototalcapital,roa,0.27011333726455683
debt,oroa,0.27011372561345126
oroa,ltdebtandcapleases,0.27011372561345126
oroa,debt,0.27011372561345126
ltdebtandcapleases,oroa,0.27011372561345126
fcffgrowth,ocfgrowth,0.2702396930472906
ocfgrowth,fcffgrowth,0.2702396930472906
revenuegrowth,leverageratio,0.2704542087767987
leverageratio,revenuegrowth,0.2704542087767987
profitmargin,nwctorev,0.27056206835705177
dfnwctorev,profitmargin,0.27056206835705177
profitmargin,dfnwctorev,0.27056206835705177
nwctorev,profitmargin,0.27056206835705177
ebitdamargin,quickratio,0.27095584923895355
quickratio,ebitdamargin,0.27095584923895355
tangbookvaluepershare,dfnwc,0.27104649250563767
tangbookvaluepershare,nwc,0.27104649250563767
nwc,tangbookvaluepershare,0.27104649250563767
dfnwc,tangbookvaluepershare,0.27104649250563767
ebit,nwc,0.27106894629436057
dfnwc,ebit,0.27106894629436057
ebit,dfnwc,0.27106894629436057
nwc,ebit,0.27106894629436057
debttonopat,invturnover,0.2711410586503009
ltdebttonopat,invturnover,0.2711410586503009
invturnover,debttonopat,0.2711410586503009
invturnover,ltdebttonopat,0.2711410586503009
netincomegrowth,enterprisevalue,0.2711690003609547
enterprisevalue,netincomegrowth,0.2711690003609547
pricetoearnings,nopatgrowth,0.27117943771239456
nopatgrowth,pricetoearnings,0.27117943771239456
ocfqoqgrowth,netnonopex,0.27126714647310596
netnonopex,ocfqoqgrowth,0.27126714647310596
capex,assetturnover,0.2713448986628436
assetturnover,capex,0.2713448986628436
evtorevenue,ebit,0.2714894258074982
ebit,evtorevenue,0.2714894258074982
roicnnepspread,ebitdagrowth,0.2715201647011322
ebitdagrowth,roicnnepspread,0.2715201647011322
evtonopat,investedcapitalgrowth,0.27218438720017607
investedcapitalgrowth,evtonopat,0.27218438720017607
invturnover,capex,0.2723204616035023
capex,invturnover,0.2723204616035023
arturnover,pricetotangiblebook,0.27254817023536226
pricetotangiblebook,arturnover,0.27254817023536226
arturnover,ebittointerestex,0.27258204756470084
ebittointerestex,arturnover,0.27258204756470084
nopattointerestex,netnonopex,0.2725968115966561
netnonopex,nopattointerestex,0.2725968115966561
profitmargin,ebittointerestex,0.2726981635707225
ebittointerestex,profitmargin,0.2726981635707225
adj_close,croic,0.2727822692327104
croic,adj_close,0.2727822692327104
roicnnepspread,netdebttoebitda,0.27279910757375625
netdebttoebitda,roicnnepspread,0.27279910757375625
ebitdaqoqgrowth,ebitdamargin,0.2728227559110248
ebitdamargin,ebitdaqoqgrowth,0.2728227559110248
arturnover,pricetobook,0.27288796050323805
pricetobook,arturnover,0.27288796050323805
dfnwctorev,fcfftointerestex,0.273051221299857
nwctorev,fcfftointerestex,0.273051221299857
fcfftointerestex,dfnwctorev,0.273051221299857
fcfftointerestex,nwctorev,0.273051221299857
totalcapital,profitmargin,0.27308427953382264
profitmargin,totalcapital,0.27308427953382264
investedcapitalgrowth,netnonopobligations,0.2732101620040064
investedcapitalgrowth,netdebt,0.2732101620040064
netnonopobligations,investedcapitalgrowth,0.2732101620040064
netdebt,investedcapitalgrowth,0.2732101620040064
nopatlesscapextointex,marketcap,0.27325052815123857
marketcap,nopatlesscapextointex,0.27325052815123857
nopatmargin,apturnover,0.27337473523984623
apturnover,nopatmargin,0.27337473523984623
efftaxrate,marketcap,0.27351476150012166
marketcap,efftaxrate,0.27351476150012166
pricetoearnings,ebitdagrowth,0.2738355354498317
ebitdagrowth,pricetoearnings,0.2738355354498317
nopat,investedcapital,0.2738588751101078
investedcapital,nopat,0.2738588751101078
costofrevtorevenue,ebit,0.2741891967694141
ebit,costofrevtorevenue,0.2741891967694141
dfnwc,bookvaluepershare,0.27448321788540403
bookvaluepershare,dfnwc,0.27448321788540403
nwc,bookvaluepershare,0.27448321788540403
bookvaluepershare,nwc,0.27448321788540403
evtoinvestedcapital,netnonopobligations,0.27452108287020943
evtoinvestedcapital,netdebt,0.27452108287020943
netnonopobligations,evtoinvestedcapital,0.27452108287020943
netdebt,evtoinvestedcapital,0.27452108287020943
investedcapitalqoqgrowth,dfcfnwctorev,0.27465749247416654
dfcfnwctorev,investedcapitalqoqgrowth,0.27465749247416654
evtoebit,freecashflow,0.2746741166374208
freecashflow,evtoebit,0.2746741166374208
evtonopat,pretaxincomemargin,0.2747823478937539
pretaxincomemargin,evtonopat,0.2747823478937539
opextorevenue,dfnwctorev,0.27484370792984386
dfnwctorev,opextorevenue,0.27484370792984386
nwctorev,opextorevenue,0.27484370792984386
opextorevenue,nwctorev,0.27484370792984386
ocftocapex,evtoebit,0.2749087932446215
evtoebit,ocftocapex,0.2749087932446215
roa,marketcap,0.27496068622095193
marketcap,roa,0.27496068622095193
evtonopat,roce,0.27501380992615193
roce,evtonopat,0.27501380992615193
evtonopat,roe,0.27501380992615193
roe,evtonopat,0.27501380992615193
ebittointerestex,investedcapitalqoqgrowth,0.275226416464668
investedcapitalqoqgrowth,ebittointerestex,0.275226416464668
sgaextorevenue,ebit,0.2753510801463207
ebit,sgaextorevenue,0.2753510801463207
ebitdaqoqgrowth,ocfqoqgrowth,0.27541417290698733
ocfqoqgrowth,ebitdaqoqgrowth,0.27541417290698733
investedcapitalgrowth,ebitgrowth,0.27558261153474795
ebitgrowth,investedcapitalgrowth,0.27558261153474795
evtonopat,ebitmargin,0.2755923007114522
ebitmargin,evtonopat,0.2755923007114522
ebitda,evtoocf,0.2756247535348327
evtoocf,ebitda,0.2756247535348327
finleverage,dio,0.27583969122615354
dio,finleverage,0.27583969122615354
ebitdamargin,altmanzscore,0.2759419076424672
altmanzscore,ebitdamargin,0.2759419076424672
netnonopex,ebittointerestex,0.275986255599168
ebittointerestex,netnonopex,0.275986255599168
marketcap,capex,0.27613174731014645
capex,marketcap,0.27613174731014645
roicnnepspread,ocftocapex,0.27622047656462245
ocftocapex,roicnnepspread,0.27622047656462245
revenuegrowth,dfnwc,0.2762904515169202
revenuegrowth,nwc,0.2762904515169202
nwc,revenuegrowth,0.2762904515169202
dfnwc,revenuegrowth,0.2762904515169202
evtonopat,ocftocapex,0.27645168606032794
ocftocapex,evtonopat,0.27645168606032794
fcffqoqgrowth,ocftocapex,0.27658894568905923
ocftocapex,fcffqoqgrowth,0.27658894568905923
altmanzscore,earningsyield,0.27677588818811794
earningsyield,altmanzscore,0.27677588818811794
grossmargin,ebit,0.27680657134098435
ebit,grossmargin,0.27680657134098435
ebitlesscapextointerestex,dfcfnwctorev,0.27705506274517167
dfcfnwctorev,ebitlesscapextointerestex,0.27705506274517167
finleverage,compoundleveragefactor,0.2770682496128982
compoundleveragefactor,finleverage,0.2770682496128982
leverageratio,quickratio,0.277088729255391
quickratio,leverageratio,0.277088729255391
evtonopat,ebitdagrowth,0.2771714529102434
ebitdagrowth,evtonopat,0.2771714529102434
debttonopat,roicnnepspread,0.2772037486635036
roicnnepspread,debttonopat,0.2772037486635036
roicnnepspread,ltdebttonopat,0.2772037486635036
ltdebttonopat,roicnnepspread,0.2772037486635036
ebitdamargin,revenuegrowth,0.2773409198991611
revenuegrowth,ebitdamargin,0.2773409198991611
revenuegrowth,investedcapitalqoqgrowth,0.2774617325357402
investedcapitalqoqgrowth,revenuegrowth,0.2774617325357402
netdebt,arturnover,0.27774385546427144
netnonopobligations,arturnover,0.27774385546427144
arturnover,netnonopobligations,0.27774385546427144
arturnover,netdebt,0.27774385546427144
evtonopat,operatingmargin,0.2777553767418598
operatingmargin,evtonopat,0.2777553767418598
netnonopex,quickratio,0.27791806622810133
quickratio,netnonopex,0.27791806622810133
netdebt,totalcapital,0.2780128709005093
totalcapital,netnonopobligations,0.2780128709005093
totalcapital,netdebt,0.2780128709005093
netnonopobligations,totalcapital,0.2780128709005093
croic,dfcfnwctorev,0.2780333947681154
dfcfnwctorev,croic,0.2780333947681154
netdebttonopat,dpo,0.27811370508297684
dpo,netdebttonopat,0.27811370508297684
marketcap,taxburdenpct,0.2781140392261002
taxburdenpct,marketcap,0.2781140392261002
revenueqoqgrowth,netnonopex,0.2782639500314794
netnonopex,revenueqoqgrowth,0.2782639500314794
netnonopobligations,freecashflow,0.2782802488829449
freecashflow,netdebt,0.2782802488829449
freecashflow,netnonopobligations,0.2782802488829449
netdebt,freecashflow,0.2782802488829449
evtoinvestedcapital,evtonopat,0.27832775243888996
evtonopat,evtoinvestedcapital,0.27832775243888996
rnnoa,interestburdenpct,0.2784595461619453
interestburdenpct,rnnoa,0.2784595461619453
ltdebttoequity,roicnnepspread,0.2786422391025795
roicnnepspread,ltdebttoequity,0.2786422391025795
debttoequity,roicnnepspread,0.2786422391025795
roicnnepspread,debttoequity,0.2786422391025795
ccc,ltdebttoequity,0.27874180912751834
ccc,debttoequity,0.27874180912751834
debttoequity,ccc,0.27874180912751834
ltdebttoequity,ccc,0.27874180912751834
sgaextorevenue,opextorevenue,0.27874508228586026
opextorevenue,sgaextorevenue,0.27874508228586026
